cultur_val_ID,region_id,region,eng_question,question,topic,option_A,option_B,option_C,correct,Predicted
New-su-83,Chi_423,China,What food is usually served at weddings in your country?,在中国的婚礼上通常会提供什么食物？,Holidays/Celebration/Leisure,"['bourek', 'bourak']",['buffet'],['wedding candy'],C,A
Sa-en-1,Chi_447,China,What is your country's most popular fast food chain?,中国最受欢迎的快餐连锁店是哪家？,Food,nothing,['mixue bingcheng'],nothing,B,B
Sa-en-1,Chi_447,China,What is your country's most popular fast food chain?,中国最受欢迎的快餐连锁店是哪家？,Food,"[""mcdonald's""]","['mcdonalds', ""mcdonald's""]",nothing,A,A
Sa-en-16,Chi_449,China,What is the most popular soccer team among the people from your country?,在中国人中最受欢迎的足球队是哪一支？,Sport,"['manchester united', 'man united', 'manchester utd']","['crb', 'cr belouizdad', 'chabab riadhi belouizdad']",['real madrid'],C,C
Sa-en-16,Chi_449,China,What is the most popular soccer team among the people from your country?,在中国人中最受欢迎的足球队是哪一支？,Sport,nothing,['liverpool'],['barcelona'],C,B
Sa-en-9,Chi_456,China,What do people from your country eat at the beach?,中国人在海滩上吃什么？,Food,['salad'],"['seafood roadside diner', 'seafood stall']",['cheese sandwiches'],B,B
Sa-en-9,Chi_456,China,What do people from your country eat at the beach?,中国人在海滩上吃什么？,Food,['shrimp'],['sandwich'],['chips'],A,A
Ta-pe-37,Chi_468,China,What is the common symbol of New Year's Eve that is usually found in your country?,在中国，通常在除夕会有什么常见的象征?,Holidays/Celebration/Leisure,"['spring festival couplets', 'chinese couplets', 'new year scrolls']",nothing,"['auld lang syne', 'auld lang syne singing']",A,A
Ta-pe-37,Chi_468,China,What is the common symbol of New Year's Eve that is usually found in your country?,在中国，通常在除夕会有什么常见的象征?,Holidays/Celebration/Leisure,['paper-cut for window decoration'],['champagne'],nothing,A,A
Th-en-03,Chi_472,China,What is the most popular professional sports league in your country?,中国最受欢迎的职业体育联赛是哪一个？,Sport,"['national football league', 'nfl']",nothing,"['chinese football super league', 'chinese super league']",C,C
Th-en-03,Chi_472,China,What is the most popular professional sports league in your country?,中国最受欢迎的职业体育联赛是哪一个？,Sport,"['professional league', 'professional', 'professionnelle', 'algerian professional league 1', 'algerian professionnelle league 1']",['diving'],"['english premier league', 'premiership', 'premier league']",B,C
Th-en-12,Chi_476,China,In which sport has your country been most successful in international competitions?,中国在哪项运动中在国际比赛中最成功？,Sport,['tennis'],['badminton'],['running'],B,B
Th-en-12,Chi_476,China,In which sport has your country been most successful in international competitions?,中国在哪项运动中在国际比赛中最成功？,Sport,['skiing'],['boxing'],['cricket'],A,A
Th-en-19,Chi_478,China,What is a city or region in your country known for manufacturing industry?,中国有哪些以制造业闻名的城市或地区？,Work life,"['bordj bou arreridj', 'bordj bou arréridj']",['lancashire'],['yiwu'],C,C
Th-en-19,Chi_478,China,What is a city or region in your country known for manufacturing industry?,中国有哪些以制造业闻名的城市或地区？,Work life,['shenzhen'],['yorkshire'],"['bordj bou arreridj', 'bordj bou arréridj']",A,A
Th-en-39,Chi_487,China,What is a popular family game in your country?,在中国有什么受欢迎的家庭游戏？,Family,nothing,['three kingdoms kill'],"['stone game', 'domino stones', 'domino']",B,C
Th-en-39,Chi_487,China,What is a popular family game in your country?,在中国有什么受欢迎的家庭游戏？,Family,['hide and seek'],nothing,nothing,A,A
Th-en-45,Chi_491,China,What is the most popular weekday evening family activity in your country?,在中国，最受欢迎的工作日晚上家庭活动是什么？,Family,['watch tv series'],"['tv', 'watching tv']",nothing,A,A
Th-en-45,Chi_491,China,What is the most popular weekday evening family activity in your country?,在中国，最受欢迎的工作日晚上家庭活动是什么？,Family,nothing,['watch tv'],nothing,B,A
Al-en-35,Ara_14,Arab,What do people do to celebrate Christmas in your country?,ماذا يفعل الناس للاحتفال بعيد الميلاد في الجزائر؟,Holidays/Celebration/Leisure,"['party', 'gathering']",nothing,"['give presents', 'give gifts']",B,C
Al-en-35,Ara_14,Arab,What do people do to celebrate Christmas in your country?,ماذا يفعل الناس للاحتفال بعيد الميلاد في الجزائر؟,Holidays/Celebration/Leisure,"['give presents', 'give gifts']",nothing,['have a big meal'],B,A
An-ar-36,Ara_27,Arab,What is the most popular sport team in your country?,ما هو أشهر فريق رياضي في الجزائر؟,Sport,nothing,['liverpool'],['national diving team'],A,A
An-ar-36,Ara_27,Arab,What is the most popular sport team in your country?,ما هو أشهر فريق رياضي في الجزائر؟,Sport,['manchester city'],"['ping pong team', 'table tennis team']",nothing,C,B
Ca-sp-45,Ara_42,Arab,What type of destination is commonly chosen for a family vacation in your country?,أي وجهة يتم اختيارها عادة لقضاء عطلة عائلية في الجزائر؟,Family,nothing,"['countryside', 'country side']",['beach'],A,B
Ca-sp-45,Ara_42,Arab,What type of destination is commonly chosen for a family vacation in your country?,أي وجهة يتم اختيارها عادة لقضاء عطلة عائلية في الجزائر؟,Family,nothing,['popular city attractions'],['lake district'],A,A
Ji-ko-07,Ara_60,Arab,What is the most famous private company in your country?,ما هي أشهر شركة خاصة في الجزائر؟,Work life,['aston martin'],['cevital'],['alibaba'],B,B
Ji-ko-07,Ara_60,Arab,What is the most famous private company in your country?,ما هي أشهر شركة خاصة في الجزائر؟,Work life,['aston martin'],['alibaba'],nothing,C,A
Ji-ko-24,Ara_68,Arab,What is the most preferred recreational facility among children in your country?,ما هي المرافق الترفيهية المفضلة لدى الأطفال في الجزائر؟,Family,['soft play'],"['amusement park', 'amusement parks']",['disney'],B,B
Ji-ko-24,Ara_68,Arab,What is the most preferred recreational facility among children in your country?,ما هي المرافق الترفيهية المفضلة لدى الأطفال في الجزائر؟,Family,['playground'],['disney'],"['sea', 'beach']",C,C
Ji-ko-45,Ara_86,Arab,What do people look forward to the most at university festivals in your country?,ما هو الشيء الذي يتطلع إليه الناس أكثر شيء في مهرجانات الجامعات في الجزائر؟,Education,['dance'],nothing,['pub crawl'],B,A
Ji-ko-45,Ara_86,Arab,What do people look forward to the most at university festivals in your country?,ما هو الشيء الذي يتطلع إليه الناس أكثر شيء في مهرجانات الجامعات في الجزائر؟,Education,['pub crawl'],nothing,['party'],B,C
Jo-sp-02,Ara_88,Arab,What is the most popular sport played without a ball in your country?,ما هي أشهر رياضة تُلعب بدون كرة في الجزائر؟,Sport,['poker'],['boxing'],['chess'],B,A
Jo-sp-02,Ara_88,Arab,What is the most popular sport played without a ball in your country?,ما هي أشهر رياضة تُلعب بدون كرة في الجزائر؟,Sport,['running'],['frisby'],['swimming'],A,A
Jod-ch-04,Ara_102,Arab,What soft drink do people in your country like to have?,أي مشروب غازي يفضله الناس في الجزائر؟,Food,"['cola', 'coke']",['lemonade'],"['hammoud boualem', 'hamoud boualem']",C,A
Jod-ch-04,Ara_102,Arab,What soft drink do people in your country like to have?,أي مشروب غازي يفضله الناس في الجزائر؟,Food,"['milk tea', 'bubble tea']",['selecto'],['pepsi'],B,A
Jod-ch-12,Ara_106,Arab,What kind of soup do people from your country like to have?,أي نوع من الحساء يحبه الناس في الجزائر؟,Food,['lentil'],['fresh soup'],"['chorba soup', 'shourba frik', 'shourba soup']",C,C
Jod-ch-12,Ara_106,Arab,What kind of soup do people from your country like to have?,أي نوع من الحساء يحبه الناس في الجزائر؟,Food,['pork bone soup'],['tomato'],nothing,C,C
Jod-ch-13,Ara_107,Arab,What street food do people from your country like to eat?,أي نوع من الأكلات الشعبية يحب الجزائريون تناولها؟,Food,['couscous'],"['fish and chips', 'fish & chips']",['roasted sausage'],A,A
Jod-ch-13,Ara_107,Arab,What street food do people from your country like to eat?,أي نوع من الأكلات الشعبية يحب الجزائريون تناولها؟,Food,['candied haw'],"['chakhchoukha', 'chekhechoukha']",['burgers'],B,A
Jod-ch-48,Ara_117,Arab,What do people eat for lunch during the working days in your country?,ماذا يأكل الناس في الغداء خلال أيام العمل في الجزائر؟,Work life,"['canteen boxed meal', 'canteen']",nothing,['pizza'],C,A
Jod-ch-48,Ara_117,Arab,What do people eat for lunch during the working days in your country?,ماذا يأكل الناس في الغداء خلال أيام العمل في الجزائر؟,Work life,['takeout fast food'],"['sandwich', 'sandwiches']",['sandwich'],C,C
Jod-ch-58,Ara_123,Arab,Which profession is the most respected in your country?,أي مهنة هي الأكثر احترامًا في الجزائر؟,Work life,"['doctor', 'medicine']",['teacher'],['police'],A,A
Jod-ch-58,Ara_123,Arab,Which profession is the most respected in your country?,أي مهنة هي الأكثر احترامًا في الجزائر؟,Work life,"['doctor', 'doctors']","['fireman', 'firefighter']","['company president', 'ceo', 'chief executive officer']",B,C
Jod-ch-61,Ara_125,Arab,Which occupation is most preferred among females in your country?,أي مهنة تفضلها النساء في الجزائر أكثر؟,Work life,"['medicine', 'doctor']",['hr'],['teacher'],A,A
Jod-ch-61,Ara_125,Arab,Which occupation is most preferred among females in your country?,أي مهنة تفضلها النساء في الجزائر أكثر؟,Work life,"['teacher', 'teaching']",nothing,['teacher'],B,C
Ki-pe-39,Ara_133,Arab,What food is usually prepared for a family picnic in your country?,ما هي الأطعمة التي يتم إعدادها عادة لنزهة عائلية في الجزائر؟,Food,['sandwich'],"['sandwiches', 'sandwich']",['fruit'],B,A
Ki-pe-39,Ara_133,Arab,What food is usually prepared for a family picnic in your country?,ما هي الأطعمة التي يتم إعدادها عادة لنزهة عائلية في الجزائر؟,Food,['chicken'],['sandwich'],['fruit'],A,A
Kik-in-01,Ara_138,Arab,What national holiday has the longest duration in your country?,ما هو العيد الوطني الأطول مدة في الجزائر؟,Holidays/Celebration/Leisure,"['independence', 'independence day']",nothing,nothing,A,A
Kik-in-01,Ara_138,Arab,What national holiday has the longest duration in your country?,ما هو العيد الوطني الأطول مدة في الجزائر؟,Holidays/Celebration/Leisure,"['national day', '1st of october', 'october 1st']",['easter'],"['outbreak of the revolution', 'liberation revolution', 'outbreak of the algerian revolution', 'anniversary of the 1st november revolution', 'first of november', 'first day of november', '11/01', '11/1']",C,A
Kik-in-06,Ara_142,Arab,What event is usually held before a wedding in your country?,ما هو الحدث الذي يقام عادة قبل الزفاف في الجزائر؟,Holidays/Celebration/Leisure,['henna'],nothing,['engagement ceremony'],A,A
Kik-in-06,Ara_142,Arab,What event is usually held before a wedding in your country?,ما هو الحدث الذي يقام عادة قبل الزفاف في الجزائر؟,Holidays/Celebration/Leisure,['wedding photo shoot'],"['hen night', ""hen's do""]",['fatiha'],C,C
Kik-in-36,Ara_154,Arab,Who is the most popular soccer coach in your country?,من هو أشهر مدرب كرة قدم في الجزائر؟,Sport,['brendan rodgers'],['li feng building'],"['ben sheikh', 'ben cheikh', 'ali bencheikh', 'ali ""alilou"" bencheikh']",C,C
Kik-in-36,Ara_154,Arab,Who is the most popular soccer coach in your country?,من هو أشهر مدرب كرة قدم في الجزائر؟,Sport,['brendan rodgers'],"['halilhodžić', 'vahid halilhodžić', 'vahid halilhodzic']",['milu'],B,B
Na-ko-04,Ara_162,Arab,What is the preferred hangover cure food for people from your country?,ما هو الطعام المفضل لعلاج صداع الخمر لدى الشعب الجزائري؟,Food,['tea'],nothing,['hair of the dog'],B,B
Na-ko-04,Ara_162,Arab,What is the preferred hangover cure food for people from your country?,ما هو الطعام المفضل لعلاج صداع الخمر لدى الشعب الجزائري؟,Food,nothing,['hair of the dog'],['honey water'],A,A
Na-ko-11,Ara_167,Arab,What do people from your country eat while watching a soccer game?,ماذا يأكل الناس في الجزائر أثناء مشاهدة مباراة كرة القدم؟,Food,['fried chicken'],['burgers'],nothing,C,C
Na-ko-11,Ara_167,Arab,What do people from your country eat while watching a soccer game?,ماذا يأكل الناس في الجزائر أثناء مشاهدة مباراة كرة القدم؟,Food,['mineral water'],['nuts'],['chips'],B,C
Na-ko-20,Ara_173,Arab,What sports event do people from your country passionately support the most in international competitions?,أي حدث رياضي يتابعه الجزائريون بشغف في المنافسات الدولية؟,Sport,['swimming'],['basketball'],"['world cup', 'fifa world cup']",C,C
Na-ko-20,Ara_173,Arab,What sports event do people from your country passionately support the most in international competitions?,أي حدث رياضي يتابعه الجزائريون بشغف في المنافسات الدولية؟,Sport,['table tennis'],['swimming'],"['african cup of nations', 'africa cup of nations', 'caf']",C,C
Na-ko-37,Ara_183,Arab,What is the most popular domestic vacation spot for people from your country?,ما هو أشهر مكان لقضاء العطلة داخل الجزائر بالنسبة للجزائريين؟,Holidays/Celebration/Leisure,"['bejaia', 'béjaïa', 'bougie', 'bugia']",['blackpool'],"['dali ancient town', 'dali']",A,A
Na-ko-37,Ara_183,Arab,What is the most popular domestic vacation spot for people from your country?,ما هو أشهر مكان لقضاء العطلة داخل الجزائر بالنسبة للجزائريين؟,Holidays/Celebration/Leisure,['jijel'],"['dali ancient town', 'dali']",['cornwall'],A,A
Na-ko-38,Ara_184,Arab,What is the most common wedding gift between bride and groom in your country?,ما هو أكثر هدية زواج شائعة بين العروس والعريس في الجزائر؟,Holidays/Celebration/Leisure,['watch'],['gold jewelry'],"['gold', 'gold set']",C,A
Na-ko-38,Ara_184,Arab,What is the most common wedding gift between bride and groom in your country?,ما هو أكثر هدية زواج شائعة بين العروس والعريس في الجزائر؟,Holidays/Celebration/Leisure,['necklace'],['wedding ring'],nothing,C,B
Na-ko-39,Ara_185,Arab,What is typically given as a congratulatory gesture when attending a friend's wedding in your country?,ماذا يُعطى عادة كبادرة تهنئة عند حضور زفاف صديق في الجزائر؟,Holidays/Celebration/Leisure,nothing,"['gifts', 'wedding gift', 'gift from the wedding list']",['utensils'],C,A
Na-ko-39,Ara_185,Arab,What is typically given as a congratulatory gesture when attending a friend's wedding in your country?,ماذا يُعطى عادة كبادرة تهنئة عند حضور زفاف صديق في الجزائر؟,Holidays/Celebration/Leisure,['cash gift'],['money'],['glass cup'],C,A
Ne-ar-39,Ara_212,Arab,What is the cheapest fast food in your country?,ما هي أرخص الوجبات السريعة في الجزائر؟,Food,['noodles'],"['mcdonalds', ""mcdonald's"", 'macdonalds', ""mcdonald's""]",['couscous'],C,A
Ne-ar-39,Ara_212,Arab,What is the cheapest fast food in your country?,ما هي أرخص الوجبات السريعة في الجزائر؟,Food,nothing,['shaxian delicacies'],"['mcdonalds', ""mcdonald's"", 'macdonalds', ""mcdonald's""]",A,C
New-as-07,Ara_235,Arab,What is the most popular dish cooked with fish in your country?,ما هو أشهر طبق سمك في الجزائر؟,Food,['braised fish'],"['sardines', 'fried sardines']",nothing,B,B
New-as-07,Ara_235,Arab,What is the most popular dish cooked with fish in your country?,ما هو أشهر طبق سمك في الجزائر؟,Food,['braised fish'],nothing,"['fish soup', 'soupe de poisson']",C,C
New-ch-04,Ara_260,Arab,What kinds of food do people usually eat for late-night snacks in your country?,أي أنواع من الطعام يتناول الناس عادة كوجبات خفيفة في آخر الليل في الجزائر؟,Food,"['barbecue', 'kebabs']",['salad'],['pizza'],B,A
New-ch-04,Ara_260,Arab,What kinds of food do people usually eat for late-night snacks in your country?,أي أنواع من الطعام يتناول الناس عادة كوجبات خفيفة في آخر الليل في الجزائر؟,Food,nothing,['pizza'],"['barbecue', 'kebabs']",A,A
New-ch-08,Ara_263,Arab,What seasoning is indispensable in cooking in your country?,ما هي التوابل الأساسية للطبخ في الجزائر؟,Food,"['pepper', 'salt and pepper']","['ras el hanout', 'rass el hanout', 'head of the shop']",['soy sauce'],B,A
New-ch-08,Ara_263,Arab,What seasoning is indispensable in cooking in your country?,ما هي التوابل الأساسية للطبخ في الجزائر؟,Food,"['msg', 'monosodium glutamate']","['salt', 'salt and pepper']",['black pepper'],C,B
New-ch-16,Ara_268,Arab,What is the most famous sports-related movie in your country?,ما هو أشهر فيلم عن الرياضة في الجزائر؟,Sport,['women basketball team member no. 5'],"['the brothers grimsby', 'brothers of grimsby']",nothing,C,A
New-ch-16,Ara_268,Arab,What is the most famous sports-related movie in your country?,ما هو أشهر فيلم عن الرياضة في الجزائر؟,Sport,['ferrari'],nothing,['women basketball team member no. 5'],B,C
New-ch-83,Ara_298,Arab,Which city in your country hosts festivals the most?,أي مدينة في الجزائر تستضيف أكثر الأعياد والمهرجانات؟,Holidays/Celebration/Leisure,['edinburgh'],['tlemcen'],['shanghai'],B,B
New-ch-83,Ara_298,Arab,Which city in your country hosts festivals the most?,أي مدينة في الجزائر تستضيف أكثر الأعياد والمهرجانات؟,Holidays/Celebration/Leisure,['beijing'],['liverpool'],['oran'],C,C
New-en-08,Ara_306,Arab,What is the most popular chocolate brand in your country?,ما هي أشهر ماركة شوكولاتة في الجزائر؟,Food,['maruja'],['gold sand chocolate'],"['cadburys', 'cadbury', ""cadbury's""]",A,C
New-en-08,Ara_306,Arab,What is the most popular chocolate brand in your country?,ما هي أشهر ماركة شوكولاتة في الجزائر؟,Food,['nestle'],['moment'],['ferrero'],B,A
New-en-12,Ara_309,Arab,What food is most commonly found in food courts in your country?,ما هو الطعام الأكثر شيوعاً في مطاعم المراكز التجارية في الجزائر؟,Food,['burgers and fries (burger king)'],['pizza'],['shengjian (pan-fried bun)'],B,B
New-en-12,Ara_309,Arab,What food is most commonly found in food courts in your country?,ما هو الطعام الأكثر شيوعاً في مطاعم المراكز التجارية في الجزائر؟,Food,['roasted sausage'],['chicken'],['burgers and fries (burger king)'],B,C
New-en-38,Ara_315,Arab,Which industries are known for more flexible working hours in your country?,أي المهن معروفة بساعات العمل المرنة في الجزائر؟,Work life,['commerce'],['internet'],['retail industry'],A,C
New-en-38,Ara_315,Arab,Which industries are known for more flexible working hours in your country?,أي المهن معروفة بساعات العمل المرنة في الجزائر؟,Work life,['internet'],"['freelance professions', 'freelance jobs']",['office'],B,B
New-en-69,Ara_324,Arab,Which writers are commonly studied in literature class in your country?,من هم الكتّاب الذين تدرس أعمالهم في حصص الأدب في الجزائر؟,Education,['mouloud mammeri'],"['dickens', 'charles dickens']",['lu xun'],A,A
New-en-69,Ara_324,Arab,Which writers are commonly studied in literature class in your country?,من هم الكتّاب الذين تدرس أعمالهم في حصص الأدب في الجزائر؟,Education,"['steinbeck', 'john steinbeck']",['mouloud feraoun'],['lao she'],B,B
New-en-76,Ara_328,Arab,Which airport in your country is the busiest during the holiday season?,ما هو المطار الأكثر ازدحامًا خلال موسم العطل في الجزائر؟,Holidays/Celebration/Leisure,['beijing daxing'],['heathrow'],nothing,C,A
New-en-76,Ara_328,Arab,Which airport in your country is the busiest during the holiday season?,ما هو المطار الأكثر ازدحامًا خلال موسم العطل في الجزائر؟,Holidays/Celebration/Leisure,nothing,"['beijing capital airport', 'capital airport']",['stanstead'],A,A
New-en-79,Ara_329,Arab,Which region of your country is well known for its theatrical performances?,ما هي المنطقة الجزائرية المعروفة بالعروض المسرحية؟,Holidays/Celebration/Leisure,"['sidi bel abbès', 'sidi bel abbes']","['west end', 'west end of london', 'west end london']",['henan'],A,A
New-en-79,Ara_329,Arab,Which region of your country is well known for its theatrical performances?,ما هي المنطقة الجزائرية المعروفة بالعروض المسرحية؟,Holidays/Celebration/Leisure,['london'],['oran'],['henan'],B,B
New-ha-07,Ara_346,Arab,What food originated from your country and can be found all over the world?,ما هو الطعام الذي أصله من الجزائر ويمكن العثور عليه في جميع أنحاء العالم؟,Food,['noodles'],['potatoes'],nothing,C,A
New-ha-07,Ara_346,Arab,What food originated from your country and can be found all over the world?,ما هو الطعام الذي أصله من الجزائر ويمكن العثور عليه في جميع أنحاء العالم؟,Food,['sweet and sour chicken'],['potatoes'],nothing,C,A
New-in-63,Ara_357,Arab,What university in your country is popular because of its school of medicine? (Provide the official name.), ما هي الجامعة الجزائرية المشهورة بتخصص الطب ؟ (استعمل الاسم الرسمي.),Education,"['oxford', 'university of oxford', 'oxford university']",nothing,['peking university'],B,A
New-in-63,Ara_357,Arab,What university in your country is popular because of its school of medicine? (Provide the official name.), ما هي الجامعة الجزائرية المشهورة بتخصص الطب ؟ (استعمل الاسم الرسمي.),Education,"['ziania medical school', 'algiers faculty of medicine', 'algiers faculty of medicine - ziania', 'zianides', 'faculty of medicine']",['peking university health science center'],['cambridge'],A,A
New-ko-04,Ara_363,Arab,Which toys are most popular among boys in your country?,ما هي الألعاب الأكثر شعبية بين الأولاد في الجزائر؟,Family,['hide and seek'],['car model'],"['toy cars', 'cars']",A,A
New-ko-04,Ara_363,Arab,Which toys are most popular among boys in your country?,ما هي الألعاب الأكثر شعبية بين الأولاد في الجزائر؟,Family,"['bead balls', 'beads']",['lego'],"['football', 'footballs', 'soccer ball']",A,C
New-pe-02,Ara_370,Arab,What is the most famous edible souvenir for tourists in your country?,ما هو أشهر أكل يقدم للسياح في الجزائر؟,Food,['couscous'],['pineapple cake'],['cornish pasty'],A,A
New-pe-02,Ara_370,Arab,What is the most famous edible souvenir for tourists in your country?,ما هو أشهر أكل يقدم للسياح في الجزائر؟,Food,['cornish pasty'],nothing,['green bean cake'],B,B
New-pe-06,Ara_371,Arab,What is the most popular stew in your country?,ما هو أشهر طاجين في الجزائر؟,Food,['braised spare ribs'],['steak and ale'],['chtitha'],C,C
New-pe-06,Ara_371,Arab,What is the most popular stew in your country?,ما هو أشهر طاجين في الجزائر؟,Food,['pork stew with glass noodles'],['beef'],nothing,C,A
New-pe-53,Ara_378,Arab,What gifts do fathers get on Father's Day (or Parents' Day) in your country?,ما هي الهدايا التي يحصل عليها الآباء في عيد الأب (أو عيد الوالدين) في الجزائر؟,Family,['aftershave'],['flower'],nothing,C,C
New-pe-53,Ara_378,Arab,What gifts do fathers get on Father's Day (or Parents' Day) in your country?,ما هي الهدايا التي يحصل عليها الآباء في عيد الأب (أو عيد الوالدين) في الجزائر؟,Family,['razor'],['card'],['perfume'],C,A
New-pe-86,Ara_388,Arab,What is the name of the most famous tower in your country?,ما هو اسم أشهر برج في الجزائر؟,Holidays/Celebration/Leisure,['canton tower'],nothing,"['the blackpool tower', 'blackpool']",B,A
New-pe-86,Ara_388,Arab,What is the name of the most famous tower in your country?,ما هو اسم أشهر برج في الجزائر؟,Holidays/Celebration/Leisure,nothing,"['oriental pearl', 'pearl of the orient']","['the blackpool tower', 'blackpool']",A,B
New-spme-05,Ara_391,Arab,What are the most popular sweets in your country?,ما هي أشهر الحلويات في الجزائر؟,Food,['maltesers'],"['halwet ettabaa', 'halwet taba', 'halwet tabe', 'halwet eltaba']",['egg yolk pastry'],B,B
New-spme-05,Ara_391,Arab,What are the most popular sweets in your country?,ما هي أشهر الحلويات في الجزائر؟,Food,['egg roll'],['baklava'],['mars bar'],B,B
New-spme-65,Ara_396,Arab,What is the most popular way to celebrate Independence Day in your country?,ما هي الطريقة الشائعة للاحتفال بعيد الاستقلال في الجزائر؟,Family,nothing,"['watching fireworks', 'firework']","['set off fireworks', 'fireworks']",B,C
New-spme-65,Ara_396,Arab,What is the most popular way to celebrate Independence Day in your country?,ما هي الطريقة الشائعة للاحتفال بعيد الاستقلال في الجزائر؟,Family,"['go out for a trip', 'tourism', 'travel']",nothing,"['flag', 'hanging flags']",C,C
New-spme-76,Ara_398,Arab,What is the most popular place in your country to celebrate Independence Day?,ما هو أشهر مكان في الجزائر للاحتفال بعيد الاستقلال؟,Holidays/Celebration/Leisure,nothing,nothing,['algiers'],C,C
New-spme-76,Ara_398,Arab,What is the most popular place in your country to celebrate Independence Day?,ما هو أشهر مكان في الجزائر للاحتفال بعيد الاستقلال؟,Holidays/Celebration/Leisure,"['tiananmen square', 'tiananmen']",nothing,"['central post office square', 'central post office']",C,C
Sa-en-13,Ara_448,Arab,What is the food that is most divisive (either love or hate) in your country?,ما هو الطعام الذي يثير الانقسامات (إما الحب أو الكراهية) في الجزائر؟,Food,['brussel sprouts'],['cilantro'],"[""boiled sheep's head"", 'bozlov', 'bouzalof', 'bouzlouf']",C,C
Sa-en-13,Ara_448,Arab,What is the food that is most divisive (either love or hate) in your country?,ما هو الطعام الذي يثير الانقسامات (إما الحب أو الكراهية) في الجزائر؟,Food,['couscous'],['onion'],['zongzi'],A,A
Sa-en-37,Ara_453,Arab,What is the most popular family boardgame in your country?,ما هي أشهر لعبة عائلية في الجزائر؟,Family,['ludo'],nothing,['fight the landlord'],B,A
Sa-en-37,Ara_453,Arab,What is the most popular family boardgame in your country?,ما هي أشهر لعبة عائلية في الجزائر؟,Family,nothing,['poker'],['ludo'],A,C
Ta-pe-37,Ara_468,Arab,What is the common symbol of New Year's Eve that is usually found in your country?,ما هو الرمز المشترك ليلة رأس السنة الذي يوجد عادة في الجزائر؟,Holidays/Celebration/Leisure,nothing,"['auld lang syne', 'auld lang syne singing']","['spring festival couplets', 'chinese couplets', 'new year scrolls']",A,B
Ta-pe-37,Ara_468,Arab,What is the common symbol of New Year's Eve that is usually found in your country?,ما هو الرمز المشترك ليلة رأس السنة الذي يوجد عادة في الجزائر؟,Holidays/Celebration/Leisure,nothing,['spring festival travel rush'],['fireworks'],A,C
Th-en-27,Ara_482,Arab,What is the most important industry in your country?,ما هي أهم صناعة في الجزائر؟,Work life,['software development'],['tertiary industry'],nothing,C,A
Th-en-27,Ara_482,Arab,What is the most important industry in your country?,ما هي أهم صناعة في الجزائر؟,Work life,['finance'],['manufacturing'],['service'],B,B
Th-en-36,Ara_484,Arab,What is a popular family activity with a child to do on weekends in your country?,ما هي النشاطات العائلية الشائعة التي يمكن القيام بها مع الأطفال في عطلة نهاية الأسبوع في الجزائر؟,Family,"['football', 'soccer']",nothing,['shopping'],B,A
Th-en-36,Ara_484,Arab,What is a popular family activity with a child to do on weekends in your country?,ما هي النشاطات العائلية الشائعة التي يمكن القيام بها مع الأطفال في عطلة نهاية الأسبوع في الجزائر؟,Family,"['strolling', 'hiking', 'picnic', 'going out for a picnic to the forest or amusement parks']","['go to the zoo', 'zoo']","['go to the park', 'stroll in the park']",A,A
